"b_1","b_wq8","b_wq4","b_wmed","b_wlar","b_wq4nl","b_wmednl","b_cost","logLike"
0,0,0,0,0,0,0,0,-12236.1271784271
0.000628519077242341,-0.00902616683279911,-0.010792067010549,-0.00910028235325168,-0.00849996815457228,0.0030337133396931,0.00111228586546859,-4.06180228511214e-05,-12191.2077826238
0.00467754465174475,-0.0584477332828399,-0.0691311473876742,-0.058390434305236,-0.0550025579919608,0.0119224014779329,-0.000577760361047699,-0.000288220361119859,-11949.9023885616
0.150821274977876,-0.346193144650806,-0.439846154904717,-0.412854120054269,-0.425243316816333,-0.351188578578943,-0.412617872523215,-0.00298270097936224,-10809.7446083102
0.175426928480464,-0.408591952270867,-0.546778934781974,-0.509477469472361,-0.521325119918459,-0.448953682644669,-0.517314327197436,-0.00367657721172802,-10766.8432641179
0.181018852841479,-0.411291773741618,-0.537494078016771,-0.505085178552168,-0.515790111921522,-0.446217624917898,-0.514697072654292,-0.00371250908461079,-10766.6510206518
0.182241876357531,-0.411211536091261,-0.537497085775588,-0.505060002891286,-0.515843030730509,-0.44620906291275,-0.514597601931104,-0.00372069784769665,-10766.6460196247
0.182226957428718,-0.411220977967679,-0.537501449586312,-0.505042215554243,-0.515840246925982,-0.446214210469921,-0.514609084572991,-0.00372068353455356,-10766.6460193841
